image_name,image_path,split,Fire,Smoke,Fire_Size,Fire_Hotspots
train_0060.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0060.jpg,train,no,no,no_fire,no_fire
train_0061.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0061.jpg,train,no,no,no_fire,no_fire
train_0062.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0062.jpg,train,no,no,no_fire,no_fire
train_0063.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0063.jpg,train,no,no,no_fire,no_fire
train_0064.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0064.jpg,train,no,no,no_fire,no_fire
train_0065.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0065.jpg,train,no,no,no_fire,no_fire
train_0066.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0066.jpg,train,no,no,no_fire,no_fire
train_0067.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0067.jpg,train,no,no,no_fire,no_fire
train_0068.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0068.jpg,train,no,no,no_fire,no_fire
train_0069.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0069.jpg,train,no,no,no_fire,no_fire
train_0070.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0070.jpg,train,no,no,no_fire,no_fire
train_0071.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0071.jpg,train,no,no,no_fire,no_fire
train_0072.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0072.jpg,train,no,no,no_fire,no_fire
train_0073.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0073.jpg,train,no,no,no_fire,no_fire
train_0074.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0074.jpg,train,no,no,no_fire,no_fire
train_0075.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0075.jpg,train,no,no,no_fire,no_fire
train_0076.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0076.jpg,train,no,no,no_fire,no_fire
train_0077.jpg,D:\Abiyelunwen\new_fire_vlm\data\train\train_0077.jpg,train,no,no,no_fire,no_fire
train_0078.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0078.png,train,no,no,no_fire,no_fire
train_0079.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0079.png,train,no,no,no_fire,no_fire
train_0080.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0080.png,train,no,no,no_fire,no_fire
train_0081.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0081.png,train,no,no,no_fire,no_fire
train_0082.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0082.png,train,no,no,no_fire,no_fire
train_0083.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0083.png,train,no,no,no_fire,no_fire
train_0084.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0084.png,train,no,no,no_fire,no_fire
train_0085.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0085.png,train,no,no,no_fire,no_fire
train_0086.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0086.png,train,no,no,no_fire,no_fire
train_0087.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0087.png,train,no,no,no_fire,no_fire
train_0088.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0088.png,train,no,no,no_fire,no_fire
train_0089.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0089.png,train,no,no,no_fire,no_fire
train_0090.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0090.png,train,no,no,no_fire,no_fire
train_0091.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0091.png,train,no,no,no_fire,no_fire
train_0092.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0092.png,train,no,no,no_fire,no_fire
train_0093.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0093.png,train,no,no,no_fire,no_fire
train_0094.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0094.png,train,no,no,no_fire,no_fire
train_0095.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0095.png,train,no,no,no_fire,no_fire
train_0096.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0096.png,train,no,no,no_fire,no_fire
train_0097.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0097.png,train,no,no,no_fire,no_fire
train_0098.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0098.png,train,no,no,no_fire,no_fire
train_0099.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0099.png,train,no,no,no_fire,no_fire
train_0100.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0100.png,train,no,no,no_fire,no_fire
train_0101.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0101.png,train,no,no,no_fire,no_fire
train_0102.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0102.png,train,no,no,no_fire,no_fire
train_0103.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0103.png,train,no,no,no_fire,no_fire
train_0104.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0104.png,train,no,no,no_fire,no_fire
train_0105.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0105.png,train,no,no,no_fire,no_fire
train_0106.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0106.png,train,no,no,no_fire,no_fire
train_0107.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0107.png,train,no,no,no_fire,no_fire
train_0108.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0108.png,train,no,no,no_fire,no_fire
train_0109.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0109.png,train,no,no,no_fire,no_fire
train_0110.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0110.png,train,no,no,no_fire,no_fire
train_0111.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0111.png,train,no,no,no_fire,no_fire
train_0112.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0112.png,train,no,no,no_fire,no_fire
train_0113.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0113.png,train,no,no,no_fire,no_fire
train_0114.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0114.png,train,no,no,no_fire,no_fire
train_0115.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0115.png,train,no,no,no_fire,no_fire
train_0116.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0116.png,train,no,no,no_fire,no_fire
train_0117.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0117.png,train,no,no,no_fire,no_fire
train_0118.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0118.png,train,no,no,no_fire,no_fire
train_0119.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0119.png,train,no,no,no_fire,no_fire
train_0120.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0120.png,train,no,no,no_fire,no_fire
train_0121.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0121.png,train,no,no,no_fire,no_fire
train_0122.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0122.png,train,no,no,no_fire,no_fire
train_0123.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0123.png,train,no,no,no_fire,no_fire
train_0124.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0124.png,train,no,no,no_fire,no_fire
train_0125.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0125.png,train,no,no,no_fire,no_fire
train_0126.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0126.png,train,no,no,no_fire,no_fire
train_0127.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0127.png,train,no,no,no_fire,no_fire
train_0128.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0128.png,train,no,no,no_fire,no_fire
train_0129.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0129.png,train,no,no,no_fire,no_fire
train_0130.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0130.png,train,no,no,no_fire,no_fire
train_0131.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0131.png,train,no,no,no_fire,no_fire
train_0132.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0132.png,train,no,no,no_fire,no_fire
train_0133.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0133.png,train,no,no,no_fire,no_fire
train_0134.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0134.png,train,no,no,no_fire,no_fire
train_0135.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0135.png,train,no,no,no_fire,no_fire
train_0136.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0136.png,train,no,no,no_fire,no_fire
train_0137.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0137.png,train,no,no,no_fire,no_fire
train_0138.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0138.png,train,no,no,no_fire,no_fire
train_0139.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0139.png,train,no,no,no_fire,no_fire
train_0140.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0140.png,train,no,no,no_fire,no_fire
train_0141.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0141.png,train,no,no,no_fire,no_fire
train_0142.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0142.png,train,no,no,no_fire,no_fire
train_0143.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0143.png,train,no,no,no_fire,no_fire
train_0144.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0144.png,train,no,no,no_fire,no_fire
train_0145.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0145.png,train,no,no,no_fire,no_fire
train_0146.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0146.png,train,no,no,no_fire,no_fire
train_0147.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0147.png,train,no,no,no_fire,no_fire
train_0148.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0148.png,train,no,no,no_fire,no_fire
train_0149.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0149.png,train,no,no,no_fire,no_fire
train_0150.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0150.png,train,no,no,no_fire,no_fire
train_0151.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0151.png,train,no,no,no_fire,no_fire
train_0152.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0152.png,train,no,no,no_fire,no_fire
train_0153.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0153.png,train,no,no,no_fire,no_fire
train_0154.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0154.png,train,no,no,no_fire,no_fire
train_0155.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0155.png,train,no,no,no_fire,no_fire
train_0156.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0156.png,train,no,no,no_fire,no_fire
train_0157.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0157.png,train,no,no,no_fire,no_fire
train_0158.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0158.png,train,no,no,no_fire,no_fire
train_0159.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0159.png,train,no,no,no_fire,no_fire
train_0160.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0160.png,train,no,no,no_fire,no_fire
train_0161.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0161.png,train,no,no,no_fire,no_fire
train_0162.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0162.png,train,no,no,no_fire,no_fire
train_0163.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0163.png,train,no,no,no_fire,no_fire
train_0164.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0164.png,train,no,no,no_fire,no_fire
train_0165.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0165.png,train,no,no,no_fire,no_fire
train_0166.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0166.png,train,no,no,no_fire,no_fire
train_0167.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0167.png,train,no,no,no_fire,no_fire
train_0168.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0168.png,train,no,no,no_fire,no_fire
train_0169.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0169.png,train,no,no,no_fire,no_fire
train_0170.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0170.png,train,no,no,no_fire,no_fire
train_0171.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0171.png,train,no,no,no_fire,no_fire
train_0172.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0172.png,train,no,no,no_fire,no_fire
train_0173.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0173.png,train,no,no,no_fire,no_fire
train_0174.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0174.png,train,no,no,no_fire,no_fire
train_0175.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0175.png,train,no,no,no_fire,no_fire
train_0176.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0176.png,train,no,no,no_fire,no_fire
train_0177.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0177.png,train,no,no,no_fire,no_fire
train_0178.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0178.png,train,no,no,no_fire,no_fire
train_0179.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0179.png,train,no,no,no_fire,no_fire
train_0180.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0180.png,train,no,no,no_fire,no_fire
train_0181.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0181.png,train,no,no,no_fire,no_fire
train_0182.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0182.png,train,no,no,no_fire,no_fire
train_0183.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0183.png,train,no,no,no_fire,no_fire
train_0184.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0184.png,train,no,no,no_fire,no_fire
train_0185.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0185.png,train,no,no,no_fire,no_fire
train_0186.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0186.png,train,no,no,no_fire,no_fire
train_0187.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0187.png,train,no,no,no_fire,no_fire
train_0188.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0188.png,train,no,no,no_fire,no_fire
train_0189.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0189.png,train,no,no,no_fire,no_fire
train_0190.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0190.png,train,no,no,no_fire,no_fire
train_0191.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0191.png,train,no,no,no_fire,no_fire
train_0192.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0192.png,train,no,no,no_fire,no_fire
train_0193.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0193.png,train,no,no,no_fire,no_fire
train_0194.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0194.png,train,no,no,no_fire,no_fire
train_0195.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0195.png,train,no,no,no_fire,no_fire
train_0196.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0196.png,train,no,no,no_fire,no_fire
train_0197.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0197.png,train,no,no,no_fire,no_fire
train_0198.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0198.png,train,no,no,no_fire,no_fire
train_0199.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0199.png,train,no,no,no_fire,no_fire
train_0200.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0200.png,train,no,no,no_fire,no_fire
train_0201.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0201.png,train,no,no,no_fire,no_fire
train_0202.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0202.png,train,no,no,no_fire,no_fire
train_0203.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0203.png,train,no,no,no_fire,no_fire
train_0204.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0204.png,train,no,no,no_fire,no_fire
train_0205.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0205.png,train,no,no,no_fire,no_fire
train_0206.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0206.png,train,no,no,no_fire,no_fire
train_0207.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0207.png,train,no,no,no_fire,no_fire
train_0208.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0208.png,train,no,no,no_fire,no_fire
train_0209.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0209.png,train,no,no,no_fire,no_fire
train_0210.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0210.png,train,no,no,no_fire,no_fire
train_0211.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0211.png,train,no,no,no_fire,no_fire
train_0212.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0212.png,train,no,no,no_fire,no_fire
train_0213.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0213.png,train,no,no,no_fire,no_fire
train_0214.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0214.png,train,no,no,no_fire,no_fire
train_0215.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0215.png,train,no,no,no_fire,no_fire
train_0216.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0216.png,train,no,no,no_fire,no_fire
train_0217.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0217.png,train,no,no,no_fire,no_fire
train_0218.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0218.png,train,no,no,no_fire,no_fire
train_0219.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0219.png,train,no,no,no_fire,no_fire
train_0220.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0220.png,train,no,no,no_fire,no_fire
train_0221.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0221.png,train,no,no,no_fire,no_fire
train_0222.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0222.png,train,no,no,no_fire,no_fire
train_0223.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0223.png,train,no,no,no_fire,no_fire
train_0224.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0224.png,train,no,no,no_fire,no_fire
train_0225.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0225.png,train,no,no,no_fire,no_fire
train_0226.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0226.png,train,no,no,no_fire,no_fire
train_0227.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0227.png,train,no,no,no_fire,no_fire
train_0228.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0228.png,train,no,no,no_fire,no_fire
train_0229.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0229.png,train,no,no,no_fire,no_fire
train_0230.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0230.png,train,no,no,no_fire,no_fire
train_0231.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0231.png,train,no,no,no_fire,no_fire
train_0232.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0232.png,train,no,no,no_fire,no_fire
train_0233.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0233.png,train,no,no,no_fire,no_fire
train_0234.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0234.png,train,no,no,no_fire,no_fire
train_0235.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0235.png,train,no,no,no_fire,no_fire
train_0236.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0236.png,train,no,no,no_fire,no_fire
train_0237.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0237.png,train,no,no,no_fire,no_fire
train_0238.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0238.png,train,no,no,no_fire,no_fire
train_0239.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0239.png,train,no,no,no_fire,no_fire
train_0240.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0240.png,train,no,no,no_fire,no_fire
train_0241.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0241.png,train,no,no,no_fire,no_fire
train_0242.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0242.png,train,no,no,no_fire,no_fire
train_0243.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0243.png,train,no,no,no_fire,no_fire
train_0244.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0244.png,train,no,no,no_fire,no_fire
train_0245.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0245.png,train,no,no,no_fire,no_fire
train_0246.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0246.png,train,no,no,no_fire,no_fire
train_0247.png,D:\Abiyelunwen\new_fire_vlm\data\train\train_0247.png,train,no,no,no_fire,no_fire
